epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
65,23891,,,,0.6240456700325012,0.8562855124473572,0.7430568933486938
65,23891,0.558758556842804,0.773148775100708,0.6058414578437805,,,
66,24253,,,,0.6121630072593689,0.8396685123443604,0.7130547761917114
66,24253,0.5528423190116882,0.766261100769043,0.5937651991844177,,,
67,24615,,,,0.5905726552009583,0.8175710439682007,0.677095353603363
67,24615,0.5504681468009949,0.7619425058364868,0.5872672200202942,,,
68,24977,,,,0.5929831266403198,0.8126097917556763,0.6689544320106506
68,24977,0.5485395789146423,0.7604144811630249,0.5855027437210083,,,
69,25339,,,,0.5613586902618408,0.7926060557365417,0.6363001465797424
69,25339,0.546454668045044,0.7575282454490662,0.5809261798858643,,,
70,25701,,,,0.5609548687934875,0.7934068441390991,0.6376206874847412
70,25701,0.5432712435722351,0.7519774436950684,0.5726306438446045,,,
71,26063,,,,0.5646248459815979,0.793613612651825,0.6393406391143799
71,26063,0.5452053546905518,0.7551196813583374,0.5773255825042725,,,
72,26425,,,,0.6022865176200867,0.8349807262420654,0.7062895894050598
72,26425,0.5571880340576172,0.7721131443977356,0.604401171207428,,,
73,26787,,,,0.5837971568107605,0.8092732429504395,0.6630550026893616
73,26787,0.5471693277359009,0.7579336762428284,0.5824344754219055,,,
74,27149,,,,0.591131865978241,0.8210396766662598,0.682295024394989
74,27149,0.5416536331176758,0.7513062357902527,0.5715510249137878,,,
75,27511,,,,0.597954511642456,0.819368302822113,0.6802481412887573
75,27511,0.5359598994255066,0.7433566451072693,0.559626042842865,,,
76,27873,,,,0.591045081615448,0.8306705951690674,0.6995751857757568
76,27873,0.5356391072273254,0.7427425980567932,0.5599401593208313,,,
77,28235,,,,0.5612480640411377,0.7929472923278809,0.6369326710700989
77,28235,0.5498464703559875,0.7619679570198059,0.5897836685180664,,,
78,28597,,,,0.557075560092926,0.7977287173271179,0.6448216438293457
78,28597,0.5298964381217957,0.730758786201477,0.5421357154846191,,,
79,28959,,,,0.5614502429962158,0.7987034916877747,0.6460402011871338
79,28959,0.5363419651985168,0.745807945728302,0.5640925765037537,,,
80,29321,,,,0.5743002891540527,0.8023204207420349,0.6510251760482788
80,29321,0.5384756922721863,0.7475939393043518,0.5667629241943359,,,
81,29683,,,,0.5816411972045898,0.8199540376663208,0.6813896894454956
81,29683,0.5268204212188721,0.731776773929596,0.5425794720649719,,,
82,30045,,,,0.5719335079193115,0.800736129283905,0.6491972208023071
82,30045,0.5347257256507874,0.7410805821418762,0.5567278265953064,,,
83,30407,,,,0.5642833113670349,0.7921459078788757,0.6364520192146301
83,30407,0.5261421799659729,0.7315736413002014,0.5420551896095276,,,
84,30769,,,,0.5915547013282776,0.8322920203208923,0.7003393173217773
84,30769,0.5368483662605286,0.7464982867240906,0.5662456154823303,,,
85,31131,,,,0.5408378839492798,0.7653436064720154,0.5945116281509399
85,31131,0.5280261635780334,0.73122638463974,0.5418296456336975,,,
86,31493,,,,0.5701406598091125,0.7995554208755493,0.6471982002258301
86,31493,0.5242840647697449,0.729576826095581,0.5397842526435852,,,
87,31855,,,,0.623020589351654,0.8766172528266907,0.7775896787643433
87,31855,0.5273532271385193,0.7324500679969788,0.5440431237220764,,,
88,32217,,,,0.5608828663825989,0.7804515957832336,0.6158210635185242
88,32217,0.528793454170227,0.7326405644416809,0.5440728664398193,,,
89,32579,,,,0.573254406452179,0.7953307032585144,0.639869749546051
89,32579,0.5231097936630249,0.7267346978187561,0.5357908010482788,,,
90,32941,,,,0.5879797339439392,0.8110301494598389,0.6663496494293213
90,32941,0.5248527526855469,0.7278687953948975,0.5366201400756836,,,
91,33303,,,,0.5533192753791809,0.7743830680847168,0.6079177856445312
91,33303,0.5209633111953735,0.7227516770362854,0.5292060375213623,,,
92,33665,,,,0.5442510843276978,0.7687264680862427,0.6004220843315125
92,33665,0.5175098776817322,0.7162063121795654,0.5193931460380554,,,
93,34027,,,,0.5555629134178162,0.7772088646888733,0.610775351524353
93,34027,0.5153035521507263,0.715002179145813,0.5179864764213562,,,
94,34389,,,,0.570249080657959,0.7866373658180237,0.62550950050354
94,34389,0.5168750286102295,0.7165769934654236,0.5194143056869507,,,
95,34751,,,,0.5506046414375305,0.7730783224105835,0.6059088110923767
95,34751,0.5187397599220276,0.7204455733299255,0.5270962715148926,,,
96,35113,,,,0.5500790476799011,0.7844498157501221,0.6250703930854797
96,35113,0.5111096501350403,0.707779049873352,0.5070844888687134,,,
97,35475,,,,0.5372617840766907,0.7681857943534851,0.5982668399810791
97,35475,0.5149286389350891,0.7160892486572266,0.5197926163673401,,,
98,35837,,,,0.5787215232849121,0.8250628709793091,0.6893282532691956
98,35837,0.5167117714881897,0.7175087332725525,0.5227057933807373,,,
99,36199,,,,0.5516908168792725,0.7708426713943481,0.6025542616844177
99,36199,0.5129944682121277,0.7109842896461487,0.5125726461410522,,,
100,36561,,,,0.5582172870635986,0.7873405814170837,0.6293795704841614
100,36561,0.5180554986000061,0.7188445925712585,0.5233043432235718,,,
101,36923,,,,0.5374607443809509,0.7678463459014893,0.5982000231742859
101,36923,0.5190704464912415,0.722233772277832,0.5286181569099426,,,
102,37285,,,,0.5546130537986755,0.7938742637634277,0.6407644748687744
102,37285,0.5108367800712585,0.707622766494751,0.5083988904953003,,,
103,37647,,,,0.5526476502418518,0.7772601246833801,0.612432599067688
103,37647,0.5075863599777222,0.7032540440559387,0.5017004609107971,,,
104,38009,,,,0.5671011209487915,0.7884243130683899,0.6292471885681152
104,38009,0.5072417259216309,0.7011481523513794,0.4993358552455902,,,
105,38371,,,,0.5612951517105103,0.7916485071182251,0.6353858709335327
105,38371,0.5188879370689392,0.7207912802696228,0.5271595120429993,,,
106,38733,,,,0.5551859140396118,0.7798720598220825,0.6176204085350037
106,38733,0.5070759057998657,0.7025501132011414,0.5010209083557129,,,
107,39095,,,,0.5634345412254333,0.8041625022888184,0.6578248739242554
107,39095,0.5056304335594177,0.7025538682937622,0.5007897615432739,,,
108,39457,,,,0.5340073108673096,0.7652007937431335,0.5938377380371094
108,39457,0.5142831206321716,0.714981734752655,0.5181049704551697,,,
109,39819,,,,0.5574904680252075,0.79239422082901,0.6393496990203857
109,39819,0.5018644332885742,0.6968305706977844,0.49261870980262756,,,
110,40181,,,,0.5343499183654785,0.7584869861602783,0.5848737359046936
110,40181,0.5020257234573364,0.6959487199783325,0.49084728956222534,,,
111,40543,,,,0.5723309516906738,0.8237175345420837,0.6882520318031311
111,40543,0.5070644021034241,0.7053380608558655,0.5041992664337158,,,
112,40905,,,,0.5339381098747253,0.7752903699874878,0.6111923456192017
112,40905,0.5298173427581787,0.7386507391929626,0.554755687713623,,,
113,41267,,,,0.5375136733055115,0.7628351449966431,0.5926182866096497
113,41267,0.5025197863578796,0.6949411630630493,0.48861217498779297,,,
114,41629,,,,0.5390243530273438,0.7752255201339722,0.6107356548309326
114,41629,0.4995002746582031,0.6935049295425415,0.4877609312534332,,,
115,41991,,,,0.5211803913116455,0.7530218362808228,0.576987624168396
115,41991,0.49758946895599365,0.6914768815040588,0.4848146438598633,,,
116,42353,,,,0.5353842377662659,0.7536367774009705,0.5759943127632141
116,42353,0.49370908737182617,0.6860054135322571,0.47692209482192993,,,
117,42715,,,,0.5289053916931152,0.7542166113853455,0.5791628956794739
117,42715,0.4947984218597412,0.6854473352432251,0.4770709276199341,,,
118,43077,,,,0.5480194091796875,0.7693791389465332,0.6007447838783264
118,43077,0.4957045912742615,0.6870216131210327,0.47922277450561523,,,
119,43439,,,,0.5310678482055664,0.7652158737182617,0.5961169004440308
119,43439,0.49729305505752563,0.6924769878387451,0.48696017265319824,,,
120,43801,,,,0.5552846193313599,0.7826200127601624,0.622204065322876
120,43801,0.4899905025959015,0.6810632348060608,0.4699462652206421,,,
121,44163,,,,0.5270208716392517,0.7610748410224915,0.5881876945495605
121,44163,0.5040532350540161,0.703120768070221,0.500203549861908,,,
122,44525,,,,0.5615330934524536,0.8145657777786255,0.6725084185600281
122,44525,0.502652108669281,0.6987173557281494,0.4946325719356537,,,
123,44887,,,,0.5413607358932495,0.7789411544799805,0.6168020963668823
123,44887,0.49647408723831177,0.6877121329307556,0.48000606894493103,,,
124,45249,,,,0.546794056892395,0.7864084243774414,0.6287071704864502
124,45249,0.48908719420433044,0.6789884567260742,0.4680461883544922,,,
125,45611,,,,0.5292341709136963,0.7605167031288147,0.5891435742378235
125,45611,0.49354878067970276,0.6860399842262268,0.4778432250022888,,,
126,45973,,,,0.5488134622573853,0.7826535105705261,0.6233044266700745
126,45973,0.48956331610679626,0.6790723204612732,0.4685913920402527,,,
127,46335,,,,0.5240357518196106,0.7558839321136475,0.5818434953689575
127,46335,0.48167186975479126,0.6675984263420105,0.452129989862442,,,
128,46697,,,,0.5316850543022156,0.7624022960662842,0.5922714471817017
128,46697,0.4855067729949951,0.674321711063385,0.4619065821170807,,,
129,47059,,,,0.5394099354743958,0.7766100764274597,0.6131566166877747
129,47059,0.49148890376091003,0.6826892495155334,0.47311556339263916,,,
130,47421,,,,0.5390706658363342,0.7683271765708923,0.6020333170890808
130,47421,0.5116026997566223,0.7160336971282959,0.5197941064834595,,,
131,47783,,,,0.524030864238739,0.7606492042541504,0.5877451300621033
131,47783,0.4938148856163025,0.6875940561294556,0.4790063500404358,,,
132,48145,,,,0.5468131899833679,0.7834525108337402,0.6243993043899536
132,48145,0.48822206258773804,0.6771665215492249,0.4652236998081207,,,
133,48507,,,,0.5698481798171997,0.8045819401741028,0.657850444316864
133,48507,0.4860561788082123,0.6749967336654663,0.4624367952346802,,,
134,48869,,,,0.5422911643981934,0.766750693321228,0.597943127155304
134,48869,0.48882588744163513,0.6789649128913879,0.4681088924407959,,,
135,49231,,,,0.5286404490470886,0.7620134949684143,0.5904321670532227
135,49231,0.4816097915172577,0.6685689091682434,0.45261749625205994,,,
136,49593,,,,0.5516781210899353,0.8014313578605652,0.6558824777603149
136,49593,0.48012498021125793,0.6666046380996704,0.45089221000671387,,,
137,49955,,,,0.543591320514679,0.7702841758728027,0.604607343673706
137,49955,0.48208916187286377,0.6707952618598938,0.4571274220943451,,,
138,50317,,,,0.5191023945808411,0.748733639717102,0.5715710520744324
138,50317,0.474505215883255,0.6584742069244385,0.440022349357605,,,
139,50679,,,,0.5168229341506958,0.7388526201248169,0.554111659526825
139,50679,0.47949421405792236,0.6666314005851746,0.4512385129928589,,,
140,51041,,,,0.5122547149658203,0.7391253709793091,0.5561405420303345
140,51041,0.4811696410179138,0.6684456467628479,0.4533705413341522,,,
141,51403,,,,0.525826096534729,0.7527787089347839,0.5773639678955078
141,51403,0.47348034381866455,0.6585299372673035,0.440225213766098,,,
142,51765,,,,0.5510802268981934,0.7754130959510803,0.6115989685058594
142,51765,0.47914963960647583,0.6649611592292786,0.4492736756801605,,,
143,52127,,,,0.5307924747467041,0.7850578427314758,0.6268641352653503
143,52127,0.48212164640426636,0.670659065246582,0.4564598500728607,,,
144,52489,,,,0.523784339427948,0.7588120102882385,0.584543764591217
144,52489,0.48163750767707825,0.6679111123085022,0.4531915783882141,,,
145,52851,,,,0.5133271217346191,0.7567861080169678,0.5821185111999512
145,52851,0.47967615723609924,0.6676166653633118,0.45238858461380005,,,
146,53213,,,,0.515064537525177,0.7383244633674622,0.5539822578430176
146,53213,0.47348710894584656,0.6579142808914185,0.4391735792160034,,,
147,53575,,,,0.5263863801956177,0.7508440017700195,0.5741404294967651
147,53575,0.4731047451496124,0.6557195782661438,0.43600979447364807,,,
148,53937,,,,0.5343413949012756,0.7672055959701538,0.5982708930969238
148,53937,0.47391197085380554,0.6587544679641724,0.44078484177589417,,,
149,54299,,,,0.5315383672714233,0.7917478680610657,0.6395766139030457
149,54299,0.4697566330432892,0.6505590677261353,0.42867162823677063,,,
150,54661,,,,0.5276813507080078,0.7541851997375488,0.5795143842697144
150,54661,0.47782957553863525,0.6652037501335144,0.4494883716106415,,,
151,55023,,,,0.5596616268157959,0.7981441617012024,0.6460902690887451
151,55023,0.4755411744117737,0.6611213088035583,0.4429410994052887,,,
152,55385,,,,0.5370771884918213,0.7669898271560669,0.5993095636367798
152,55385,0.4742641746997833,0.658369779586792,0.440287709236145,,,
153,55747,,,,0.5186573266983032,0.747800886631012,0.5686430931091309
153,55747,0.4711451232433319,0.6541332006454468,0.4348951578140259,,,
154,56109,,,,0.5166041254997253,0.7519882321357727,0.5750066041946411
154,56109,0.4729517996311188,0.6573997735977173,0.43913933634757996,,,
155,56471,,,,0.5194137096405029,0.7538154721260071,0.5780357122421265
155,56471,0.47089338302612305,0.6549992561340332,0.4345678985118866,,,
156,56833,,,,0.5343233346939087,0.758151650428772,0.5831396579742432
156,56833,0.4722864031791687,0.6562985777854919,0.4369990825653076,,,
157,57195,,,,0.52105712890625,0.7437856197357178,0.5639379024505615
157,57195,0.4725790321826935,0.6558108329772949,0.436262845993042,,,
158,57557,,,,0.511118471622467,0.7357733845710754,0.5526115298271179
158,57557,0.46497753262519836,0.6470592021942139,0.42466264963150024,,,
159,57919,,,,0.5105673670768738,0.7471457123756409,0.5677809715270996
159,57919,0.46412989497184753,0.6423583030700684,0.41942307353019714,,,
160,58281,,,,0.5229297280311584,0.7442805767059326,0.5630127787590027
160,58281,0.4652000963687897,0.6457973718643188,0.4241880178451538,,,
161,58643,,,,0.5323368310928345,0.7794065475463867,0.6185617446899414
161,58643,0.4666673541069031,0.6488004922866821,0.4276992976665497,,,
162,59005,,,,0.5292955040931702,0.7671287655830383,0.5993053317070007
162,59005,0.4688674211502075,0.6516306400299072,0.43087247014045715,,,
163,59367,,,,0.5126771330833435,0.7316585183143616,0.5446115136146545
163,59367,0.4633391201496124,0.6424224376678467,0.4184550940990448,,,
164,59729,,,,0.5567221641540527,0.7937329411506653,0.6403017044067383
164,59729,0.4626516103744507,0.6425793766975403,0.41890373826026917,,,
165,60091,,,,0.5371291637420654,0.777409553527832,0.6147254109382629
165,60091,0.4662405252456665,0.6482598781585693,0.4264846742153168,,,
166,60453,,,,0.5061729550361633,0.7373839616775513,0.5521872043609619
166,60453,0.4637826681137085,0.6439922451972961,0.42088499665260315,,,
167,60815,,,,0.5216202139854431,0.7468305826187134,0.5661541223526001
167,60815,0.4623473286628723,0.6412035226821899,0.41767483949661255,,,
168,61177,,,,0.517501711845398,0.7472113370895386,0.5687860250473022
168,61177,0.4649617671966553,0.6440316438674927,0.42178860306739807,,,
169,61539,,,,0.5572585463523865,0.8002455234527588,0.6516257524490356
169,61539,0.4628503918647766,0.6430274844169617,0.41981956362724304,,,
170,61901,,,,0.49708104133605957,0.7305066585540771,0.544255793094635
170,61901,0.4637223780155182,0.6457461714744568,0.422894150018692,,,
171,62263,,,,0.5274656414985657,0.7601646184921265,0.584949791431427
171,62263,0.45679324865341187,0.6341261863708496,0.40696901082992554,,,
172,62625,,,,0.5110061168670654,0.7288058996200562,0.5393459796905518
172,62625,0.4555948078632355,0.631657063961029,0.4055643677711487,,,
173,62987,,,,0.5231188535690308,0.7474772930145264,0.5683279633522034
173,62987,0.45994454622268677,0.6383945345878601,0.41366592049598694,,,
174,63349,,,,0.5352768301963806,0.7675848603248596,0.600019097328186
174,63349,0.4611069858074188,0.6404145956039429,0.41619396209716797,,,
175,63711,,,,0.49753516912460327,0.7293262481689453,0.5427003502845764
175,63711,0.4567255675792694,0.6335408687591553,0.40734153985977173,,,
176,64073,,,,0.5178308486938477,0.7510002851486206,0.5746735334396362
176,64073,0.459976464509964,0.6407498121261597,0.4169493317604065,,,
177,64435,,,,0.5363039970397949,0.7655851244926453,0.5960962176322937
177,64435,0.4685618281364441,0.6510961651802063,0.43023422360420227,,,
178,64797,,,,0.5124313831329346,0.7424502968788147,0.5618639588356018
178,64797,0.455789715051651,0.632979154586792,0.4066102206707001,,,
179,65159,,,,0.5182087421417236,0.742573618888855,0.5620091557502747
179,65159,0.4515005648136139,0.6259751319885254,0.3973134160041809,,,
180,65521,,,,0.5065876841545105,0.7408786416053772,0.5601193308830261
180,65521,0.47575005888938904,0.6630871891975403,0.44569912552833557,,,
181,65883,,,,0.4997432827949524,0.7343060970306396,0.5513243079185486
181,65883,0.4577917158603668,0.6361263394355774,0.41033101081848145,,,
182,66245,,,,0.5205267667770386,0.7608683705329895,0.5899636149406433
182,66245,0.4543588161468506,0.6299590468406677,0.402694970369339,,,
183,66607,,,,0.5100273489952087,0.7490614652633667,0.5742476582527161
183,66607,0.4559856951236725,0.6339757442474365,0.40784597396850586,,,
184,66969,,,,0.5104944705963135,0.7485371232032776,0.5721333026885986
184,66969,0.45717260241508484,0.635504961013794,0.4100053012371063,,,
185,67331,,,,0.5047731995582581,0.7383536100387573,0.5555531978607178
185,67331,0.4566349685192108,0.6365906000137329,0.4107359051704407,,,
186,67693,,,,0.4982486367225647,0.7335326075553894,0.5491289496421814
186,67693,0.4558278024196625,0.634067952632904,0.40842562913894653,,,
187,68055,,,,0.4967096745967865,0.7280747890472412,0.5400875806808472
187,68055,0.45103174448013306,0.6248138546943665,0.3961917757987976,,,
188,68417,,,,0.5024044513702393,0.7255539894104004,0.5380786061286926
188,68417,0.44904762506484985,0.6220667362213135,0.3925078213214874,,,
189,68779,,,,0.6270022392272949,0.9018610715866089,0.8273091316223145
189,68779,0.45681044459342957,0.6337594389915466,0.4084060490131378,,,
190,69141,,,,0.5212783217430115,0.7580190896987915,0.5859900116920471
190,69141,0.45208725333213806,0.6273909211158752,0.39976930618286133,,,
191,69503,,,,0.49297788739204407,0.7279210090637207,0.5410537719726562
191,69503,0.4496721923351288,0.622003436088562,0.3925059139728546,,,
192,69865,,,,0.5164970755577087,0.753070056438446,0.5786299109458923
192,69865,0.44566047191619873,0.6163263320922852,0.38601893186569214,,,
193,70227,,,,0.5144963264465332,0.7682821154594421,0.6000521183013916
193,70227,0.448249876499176,0.6210201978683472,0.392050564289093,,,
194,70589,,,,0.5043546557426453,0.7383398413658142,0.5546815395355225
194,70589,0.45275646448135376,0.626642644405365,0.39874663949012756,,,
195,70951,,,,0.5050116777420044,0.74824059009552,0.5718618631362915
195,70951,0.4505223035812378,0.6243149042129517,0.39662835001945496,,,
196,71313,,,,0.5041371583938599,0.7318570017814636,0.5449387431144714
196,71313,0.4473724067211151,0.6214317679405212,0.3922532796859741,,,
197,71675,,,,0.496918261051178,0.7276371717453003,0.5394595265388489
197,71675,0.44576072692871094,0.6170850396156311,0.38621488213539124,,,
198,72037,,,,0.4930337071418762,0.7293828129768372,0.5417253971099854
198,72037,0.4433615207672119,0.6141582131385803,0.38246265053749084,,,
199,72399,,,,0.5161976218223572,0.7516124844551086,0.5742887854576111
199,72399,0.44983163475990295,0.6247491836547852,0.39669135212898254,,,
200,72761,,,,0.4981377422809601,0.7324962615966797,0.546859622001648
